date,source,target
2012-12-07,46,457
2012-12-07,70,26
2012-12-07,73,123
2012-12-07,73,199
2012-12-07,92,199
2012-12-07,95,24
2012-12-07,95,221
2012-12-07,95,1171
2012-12-07,112,124
2012-12-07,123,73
2012-12-07,123,7540
2012-12-07,123,7556
2012-12-07,124,112
2012-12-07,124,162
2012-12-07,124,319
2012-12-07,124,1051
2012-12-07,187,41
2012-12-07,187,423
2012-12-07,199,73
2012-12-07,199,92
2012-12-07,199,879
2012-12-07,457,46
2012-12-07,457,71
2012-12-07,690,967
2012-12-07,879,199
2012-12-07,1051,73
2012-12-07,1051,124
2012-12-07,1171,95
2012-12-07,1813,13
2012-12-07,1813,178
2012-12-07,3068,1
2012-12-07,3082,25
2012-12-07,7595,3079
2012-12-08,3,394
2012-12-08,6,113
2012-12-08,6,2292
2012-12-08,29,113
2012-12-08,53,319
2012-12-08,73,1051
2012-12-08,92,110
2012-12-08,110,92
2012-12-08,113,6
2012-12-08,113,29
2012-12-08,124,298
2012-12-08,124,332
2012-12-08,298,124
2012-12-08,319,53
2012-12-08,319,124
2012-12-08,394,3
2012-12-08,770,7328
2012-12-08,967,15
2012-12-08,2292,6
2012-12-08,2292,1349
2012-12-08,3079,7595
2012-12-09,3,75
2012-12-09,3,92
2012-12-09,3,2295
2012-12-09,6,149
2012-12-09,7,124
2012-12-09,62,124
2012-12-09,71,1
2012-12-09,71,457
2012-12-09,73,331
2012-12-09,73,332
2012-12-09,75,3
2012-12-09,83,177
2012-12-09,89,373
2012-12-09,95,124
2012-12-09,124,7
2012-12-09,124,62
2012-12-09,124,73
2012-12-09,124,750
2012-12-09,124,1820
2012-12-09,149,6
2012-12-09,149,2294
2012-12-09,184,3034
2012-12-09,373,89
2012-12-09,373,333
2012-12-09,750,124
2012-12-09,752,373
2012-12-09,1349,373
2012-12-09,1820,124
2012-12-09,2295,3
2012-12-10,1,333
2012-12-10,3,752
2012-12-10,3,1348
2012-12-10,3,2291
2012-12-10,6,545
2012-12-10,25,332
2012-12-10,36,83
2012-12-10,83,36
2012-12-10,92,331
2012-12-10,92,1821
2012-12-10,95,941
2012-12-10,123,1671
2012-12-10,123,1821
2012-12-10,147,100
2012-12-10,147,358
2012-12-10,147,421
2012-12-10,147,963
2012-12-10,177,25
2012-12-10,178,1813
2012-12-10,178,1821
2012-12-10,198,7527
2012-12-10,331,73
2012-12-10,331,92
2012-12-10,332,25
2012-12-10,358,147
2012-12-10,545,6
2012-12-10,545,77
2012-12-10,752,3
2012-12-10,963,147
2012-12-10,1348,3
2012-12-10,1780,214
2012-12-10,1821,178
2012-12-10,2291,3
2012-12-10,3034,184
2012-12-10,7328,770
2012-12-10,7461,7595
2012-12-11,2,318
2012-12-11,3,227
2012-12-11,4,227
2012-12-11,6,203
2012-12-11,25,97
2012-12-11,32,142
2012-12-11,61,2268
2012-12-11,73,7464
2012-12-11,97,25
2012-12-11,147,223
2012-12-11,178,1814
2012-12-11,199,259
2012-12-11,203,6
2012-12-11,227,3
2012-12-11,227,4
2012-12-11,259,199
2012-12-11,373,752
2012-12-11,421,147
2012-12-11,1339,3
2012-12-11,1814,178
2012-12-11,2268,61
2012-12-11,5342,7600
2012-12-12,3,228
2012-12-12,3,1274
2012-12-12,6,1346
2012-12-12,7,946
2012-12-12,15,518
2012-12-12,32,214
2012-12-12,68,2297
2012-12-12,199,267
2012-12-12,199,369
2012-12-12,199,1811
2012-12-12,946,7
2012-12-12,1274,3
2012-12-12,1346,6
2012-12-12,2297,68
2012-12-12,7595,7461
2012-12-13,6,24
2012-12-13,6,92
2012-12-13,83,394
2012-12-13,394,83
2012-12-13,748,813
2012-12-13,750,6
2012-12-14,26,51
2012-12-14,46,881
2012-12-14,51,26
2012-12-14,113,317
2012-12-14,177,487
2012-12-14,332,3086
2012-12-14,394,4
2012-12-14,457,2297
2012-12-14,487,177
2012-12-14,881,46
2012-12-14,1323,7595
2012-12-14,2297,457
2012-12-14,7595,3074
2012-12-15,1,3084
2012-12-15,3,1536
2012-12-15,3,2298
2012-12-15,3,3087
2012-12-15,8,13
2012-12-15,8,227
2012-12-15,13,8
2012-12-15,13,5389
2012-12-15,35,15
2012-12-15,61,3085
2012-12-15,106,453
2012-12-15,147,690
2012-12-15,453,106
2012-12-15,690,147
2012-12-15,1536,3
2012-12-15,1801,46
2012-12-15,2298,3
2012-12-15,3087,3
2012-12-15,5389,13
2012-12-15,5389,178
2012-12-16,3,2300
2012-12-16,9,329
2012-12-16,13,697
2012-12-16,13,1819
2012-12-16,25,492
2012-12-16,62,92
2012-12-16,92,62
2012-12-16,112,1
2012-12-16,112,301
2012-12-16,199,55
2012-12-16,199,143
2012-12-16,329,9
2012-12-16,492,25
2012-12-16,1649,2298
2012-12-16,1819,13
2012-12-16,2298,1649
2012-12-16,2300,3
2012-12-17,6,16
2012-12-17,7,110
2012-12-17,7,179
2012-12-17,8,748
2012-12-17,13,1537
2012-12-17,13,3089
2012-12-17,16,6
2012-12-17,24,6
2012-12-17,36,3
2012-12-17,110,7
2012-12-17,124,32
2012-12-17,178,5389
2012-12-17,179,7
2012-12-17,199,440
2012-12-17,199,801
2012-12-17,301,112
2012-12-17,553,3090
2012-12-17,748,8
2012-12-17,1339,1
2012-12-17,1537,13
2012-12-17,3085,61
2012-12-17,3089,13
2012-12-17,3090,553
2012-12-18,1,395
2012-12-18,6,7551
2012-12-18,13,2275
2012-12-18,42,177
2012-12-18,124,2299
2012-12-18,146,199
2012-12-18,177,42
2012-12-18,177,703
2012-12-18,177,1753
2012-12-18,199,146
2012-12-18,228,3
2012-12-18,395,1
2012-12-18,591,70
2012-12-18,2299,124
2012-12-19,1,2249
2012-12-19,1,3088
2012-12-19,6,3092
2012-12-19,13,1351
2012-12-19,15,1351
2012-12-19,22,13
2012-12-19,24,1351
2012-12-19,31,22
2012-12-19,75,95
2012-12-19,90,395
2012-12-19,95,75
2012-12-19,95,752
2012-12-19,112,524
2012-12-19,143,55
2012-12-19,177,3
2012-12-19,295,937
2012-12-19,395,90
2012-12-19,752,95
2012-12-19,937,295
2012-12-19,1008,7600
2012-12-19,1351,13
2012-12-19,1351,15
2012-12-19,1351,64
2012-12-19,1351,99
2012-12-19,1351,381
2012-12-19,1812,46
2012-12-19,2299,177
2012-12-19,3088,1
2012-12-19,3088,2794
2012-12-19,3092,6
2012-12-20,3,53
2012-12-20,3,100
2012-12-20,6,53
2012-12-20,7,51
2012-12-20,7,640
2012-12-20,7,2301
2012-12-20,13,1052
2012-12-20,29,684
2012-12-20,32,90
2012-12-20,53,3
2012-12-20,53,6
2012-12-20,53,138
2012-12-20,83,591
2012-12-20,90,32
2012-12-20,95,145
2012-12-20,100,3
2012-12-20,145,95
2012-12-20,145,7334
2012-12-20,177,1054
2012-12-20,178,2301
2012-12-20,179,53
2012-12-20,188,6
2012-12-20,266,21
2012-12-20,286,7556
2012-12-20,490,265
2012-12-20,493,752
2012-12-20,493,1538
2012-12-20,591,83
2012-12-20,640,7
2012-12-20,684,29
2012-12-20,696,2299
2012-12-20,752,493
2012-12-20,752,937
2012-12-20,937,752
2012-12-20,1052,13
2012-12-20,1054,177
2012-12-20,1351,24
2012-12-20,1538,493
2012-12-20,5342,5389
2012-12-20,5389,7429
2012-12-20,7429,5389
2012-12-20,7512,703
2012-12-21,1,753
2012-12-21,1,3083
2012-12-21,7,506
2012-12-21,46,68
2012-12-21,53,29
2012-12-21,53,7463
2012-12-21,68,2272
2012-12-21,143,3094
2012-12-21,177,1051
2012-12-21,177,1538
2012-12-21,506,7
2012-12-21,937,1342
2012-12-21,1051,177
2012-12-21,1342,937
2012-12-21,1538,177
2012-12-21,2272,68
2012-12-21,2301,7
2012-12-21,2301,178
2012-12-21,3094,143
2012-12-21,5342,53
2012-12-22,3,63
2012-12-22,3,937
2012-12-22,7,2302
2012-12-22,27,492
2012-12-22,30,748
2012-12-22,42,7403
2012-12-22,56,421
2012-12-22,56,1539
2012-12-22,61,3093
2012-12-22,63,3
2012-12-22,147,1539
2012-12-22,177,227
2012-12-22,199,1820
2012-12-22,227,177
2012-12-22,492,27
2012-12-22,703,7512
2012-12-22,748,30
2012-12-22,937,3
2012-12-22,1539,56
2012-12-22,1539,147
2012-12-22,2302,7
2012-12-22,3093,61
2012-12-23,3,754
2012-12-23,3,1523
2012-12-23,7,752
2012-12-23,67,752
2012-12-23,145,2251
2012-12-23,752,7
2012-12-23,752,67
2012-12-23,814,68
2012-12-23,1523,3
2012-12-23,7551,3095
2012-12-24,7,956
2012-12-24,7,3002
2012-12-24,25,31
2012-12-24,25,523
2012-12-24,29,6
2012-12-24,29,95
2012-12-24,31,146
2012-12-24,108,22
2012-12-24,108,145
2012-12-24,108,188
2012-12-24,108,483
2012-12-24,145,22
2012-12-24,145,108
2012-12-24,145,165
2012-12-24,145,188
2012-12-24,145,200
2012-12-24,145,234
2012-12-24,145,318
2012-12-24,145,469
2012-12-24,145,483
2012-12-24,188,54
2012-12-24,188,99
2012-12-24,188,145
2012-12-24,188,165
2012-12-24,188,200
2012-12-24,188,234
2012-12-24,188,469
2012-12-24,188,483
2012-12-24,523,25
2012-12-24,696,7
2012-12-24,915,3097
2012-12-24,1053,1815
2012-12-24,1533,13
2012-12-24,3002,7
2012-12-24,3097,915
2012-12-24,3097,7389
2012-12-25,25,7551
2012-12-25,53,332
2012-12-25,146,31
2012-12-25,225,493
2012-12-25,941,95
2012-12-25,7551,25
2012-12-26,6,3066
2012-12-26,62,85
2012-12-26,73,1056
2012-12-26,88,815
2012-12-26,95,179
2012-12-26,179,95
2012-12-26,225,260
2012-12-26,260,225
2012-12-26,421,126
2012-12-26,530,225
2012-12-26,748,3
2012-12-26,748,885
2012-12-26,754,1823
2012-12-26,885,748
2012-12-26,1056,73
2012-12-26,1823,754
2012-12-26,3066,6
2012-12-27,25,2280
2012-12-27,46,2303
2012-12-27,70,35
2012-12-27,73,171
2012-12-27,73,1054
2012-12-27,107,693
2012-12-27,171,73
2012-12-27,177,112
2012-12-27,693,107
2012-12-27,754,755
2012-12-27,815,885
2012-12-27,1054,73
2012-12-27,2280,25
2012-12-27,2303,46
2012-12-28,6,3096
2012-12-28,13,884
2012-12-28,24,73
2012-12-28,24,885
2012-12-28,24,941
2012-12-28,25,329
2012-12-28,53,56
2012-12-28,61,3098
2012-12-28,61,5389
2012-12-28,66,101
2012-12-28,73,24
2012-12-28,73,136
2012-12-28,73,883
2012-12-28,101,66
2012-12-28,107,883
2012-12-28,112,177
2012-12-28,136,73
2012-12-28,177,522
2012-12-28,177,524
2012-12-28,329,25
2012-12-28,522,177
2012-12-28,883,73
2012-12-28,883,107
2012-12-28,884,13
2012-12-28,885,24
2012-12-28,885,1825
2012-12-28,941,24
2012-12-28,1825,885
2012-12-28,3096,6
2012-12-28,3096,15
2012-12-28,3096,101
2012-12-28,3098,61
2012-12-28,5389,61
2012-12-29,6,43
2012-12-29,7,621
2012-12-29,13,7429
2012-12-29,22,31
2012-12-29,22,196
2012-12-29,29,885
2012-12-29,29,1056
2012-12-29,30,32
2012-12-29,30,3100
2012-12-29,32,124
2012-12-29,33,199
2012-12-29,43,138
2012-12-29,113,3
2012-12-29,113,154
2012-12-29,113,7580
2012-12-29,124,885
2012-12-29,154,113
2012-12-29,177,113
2012-12-29,196,15
2012-12-29,199,33
2012-12-29,227,8
2012-12-29,315,883
2012-12-29,524,112
2012-12-29,621,7
2012-12-29,803,1540
2012-12-29,883,315
2012-12-29,885,29
2012-12-29,1054,3
2012-12-29,1056,29
2012-12-29,1540,803
2012-12-29,1815,1053
2012-12-29,3100,30
2012-12-29,7418,111
2012-12-29,7551,7430
2012-12-30,46,127
2012-12-30,46,3102
2012-12-30,124,179
2012-12-30,177,748
2012-12-30,177,951
2012-12-30,179,124
2012-12-30,755,754
2012-12-30,881,127
2012-12-30,937,7551
2012-12-30,951,177
2012-12-30,3102,46
2012-12-30,3102,127
2012-12-31,6,1056
2012-12-31,7,1649
2012-12-31,35,2289
2012-12-31,70,22
2012-12-31,134,743
2012-12-31,177,331
2012-12-31,703,177
2012-12-31,703,196
2012-12-31,754,522
2012-12-31,885,124
2012-12-31,937,27
2012-12-31,1056,6
2012-12-31,1649,7
2013-01-01,7,190
2013-01-01,31,345
2013-01-01,95,345
2013-01-01,190,70
2013-01-01,331,177
2013-01-01,345,11
2013-01-01,345,31
2013-01-01,345,92
2013-01-01,345,95
2013-01-01,345,97
2013-01-01,456,127
2013-01-01,492,3
2013-01-01,1820,199
2013-01-02,1,3101
2013-01-02,3,885
2013-01-02,6,124
2013-01-02,7,801
2013-01-02,22,38
2013-01-02,22,44
2013-01-02,22,70
2013-01-02,22,90
2013-01-02,22,108
2013-01-02,22,185
2013-01-02,22,302
2013-01-02,56,53
2013-01-02,62,885
2013-01-02,95,2304
2013-01-02,124,456
2013-01-02,179,752
2013-01-02,188,161
2013-01-02,456,1826
2013-01-02,703,7340
2013-01-02,752,179
2013-01-02,801,7
2013-01-02,885,3
2013-01-02,885,8
2013-01-02,885,62
2013-01-02,885,886
2013-01-02,885,1826
2013-01-02,1826,456
2013-01-02,1826,885
2013-01-02,2304,95
2013-01-02,5342,686
2013-01-02,7340,151
2013-01-02,7340,703
2013-01-03,3,492
2013-01-03,3,2306
2013-01-03,3,5679
2013-01-03,7,7588
2013-01-03,13,1534
2013-01-03,30,5679
2013-01-03,53,7588
2013-01-03,68,457
2013-01-03,177,750
2013-01-03,177,2286
2013-01-03,188,815
2013-01-03,457,68
2013-01-03,750,177
2013-01-03,1534,13
2013-01-03,2286,177
2013-01-03,2306,3
2013-01-03,5342,7588
2013-01-03,5679,3
2013-01-04,3,755
2013-01-04,13,2284
2013-01-04,24,1029
2013-01-04,30,703
2013-01-04,36,227
2013-01-04,40,1029
2013-01-04,56,124
2013-01-04,61,3104
2013-01-04,71,968
2013-01-04,124,56
2013-01-04,194,2978
2013-01-04,227,36
2013-01-04,258,46
2013-01-04,331,492
2013-01-04,331,1029
2013-01-04,333,1
2013-01-04,333,373
2013-01-04,492,331
2013-01-04,703,30
2013-01-04,755,3
2013-01-04,937,1029
2013-01-04,968,71
2013-01-04,1029,24
2013-01-04,1029,40
2013-01-04,1029,331
2013-01-04,1029,937
2013-01-04,2284,13
2013-01-04,2978,194
2013-01-04,3104,61
2013-01-05,1,1822
2013-01-05,1,1826
2013-01-05,1,3103
2013-01-05,3,955
2013-01-05,6,394
2013-01-05,30,1540
2013-01-05,40,2305
2013-01-05,61,3081
2013-01-05,177,2280
2013-01-05,522,883
2013-01-05,883,522
2013-01-05,937,1129
2013-01-05,1129,937
2013-01-05,1540,30
2013-01-05,2305,40
2013-01-05,5342,2280
2013-01-05,7430,7530
2013-01-05,7530,7430
2013-01-06,3,124
2013-01-06,3,331
2013-01-06,3,1824
2013-01-06,68,3099
2013-01-06,124,3
2013-01-06,124,6
2013-01-06,196,176
2013-01-06,331,3
2013-01-06,456,124
2013-01-06,879,883
2013-01-06,883,879
2013-01-06,3099,68
2013-01-07,1,529
2013-01-07,3,2308
2013-01-07,6,85
2013-01-07,7,31
2013-01-07,22,106
2013-01-07,22,179
2013-01-07,25,2308
2013-01-07,30,95
2013-01-07,30,188
2013-01-07,30,345
2013-01-07,40,177
2013-01-07,56,177
2013-01-07,67,95
2013-01-07,85,6
2013-01-07,95,67
2013-01-07,106,22
2013-01-07,177,40
2013-01-07,177,56
2013-01-07,177,492
2013-01-07,177,816
2013-01-07,179,22
2013-01-07,228,816
2013-01-07,259,333
2013-01-07,492,177
2013-01-07,696,179
2013-01-07,2299,696
2013-01-07,2308,3
2013-01-07,2308,25
2013-01-08,3,1147
2013-01-08,6,331
2013-01-08,6,492
2013-01-08,13,2277
2013-01-08,53,360
2013-01-08,62,95
2013-01-08,95,31
2013-01-08,95,331
2013-01-08,301,3106
2013-01-08,331,6
2013-01-08,360,53
2013-01-08,395,1540
2013-01-08,395,2310
2013-01-08,492,6
2013-01-08,1147,3
2013-01-08,1540,395
2013-01-08,2277,13
2013-01-08,2310,395
2013-01-08,3106,301
2013-01-09,3,40
2013-01-09,3,90
2013-01-09,3,1129
2013-01-09,7,2307
2013-01-09,30,103
2013-01-09,30,172
2013-01-09,36,124
2013-01-09,40,3
2013-01-09,56,3107
2013-01-09,90,3
2013-01-09,103,30
2013-01-09,172,30
2013-01-09,199,134
2013-01-09,1129,3
2013-01-09,3107,56
2013-01-09,5342,7430
2013-01-10,10,967
2013-01-10,13,1808
2013-01-10,24,5342
2013-01-10,46,1827
2013-01-10,124,30
2013-01-10,124,1033
2013-01-10,149,70
2013-01-10,199,101
2013-01-10,199,752
2013-01-10,331,95
2013-01-10,331,5679
2013-01-10,530,1798
2013-01-10,743,134
2013-01-10,752,199
2013-01-10,1033,124
2013-01-10,1790,3
2013-01-10,1808,13
2013-01-10,1827,46
2013-01-10,1827,127
2013-01-11,3,320
2013-01-11,7,7594
2013-01-11,30,56
2013-01-11,30,320
2013-01-11,56,30
2013-01-11,90,883
2013-01-11,102,7594
2013-01-11,177,32
2013-01-11,320,3
2013-01-11,320,30
2013-01-11,333,259
2013-01-11,883,90
2013-01-11,937,1352
2013-01-11,937,7594
2013-01-11,1352,937
2013-01-11,1798,530
2013-01-11,3002,7594
2013-01-11,5342,7551
2013-01-11,5342,7594
2013-01-11,7551,7594
2013-01-11,7594,7
2013-01-11,7594,102
2013-01-11,7594,145
2013-01-11,7594,188
2013-01-11,7594,688
2013-01-11,7594,937
2013-01-12,7,1346
2013-01-12,26,17
2013-01-12,36,7
2013-01-12,68,13
2013-01-12,124,227
2013-01-12,1346,7
2013-01-13,8,1343
2013-01-13,73,172
2013-01-13,124,29
2013-01-13,124,684
2013-01-13,143,696
2013-01-13,172,73
2013-01-13,172,493
2013-01-13,178,1354
2013-01-13,493,172
2013-01-13,684,124
2013-01-13,1354,178
2013-01-14,1,1538
2013-01-14,1,3013
2013-01-14,8,1178
2013-01-14,13,1532
2013-01-14,56,147
2013-01-14,68,1828
2013-01-14,83,92
2013-01-14,92,83
2013-01-14,100,66
2013-01-14,124,68
2013-01-14,124,83
2013-01-14,124,643
2013-01-14,177,333
2013-01-14,287,8
2013-01-14,333,177
2013-01-14,643,124
2013-01-14,753,1
2013-01-14,1162,124
2013-01-14,1178,7
2013-01-14,1178,8
2013-01-14,1343,8
2013-01-14,1532,13
2013-01-14,1828,68
2013-01-15,1,3111
2013-01-15,6,3112
2013-01-15,8,333
2013-01-15,24,124
2013-01-15,124,24
2013-01-15,124,815
2013-01-15,177,969
2013-01-15,177,2304
2013-01-15,493,225
2013-01-15,643,3110
2013-01-15,815,124
2013-01-15,881,68
2013-01-15,969,177
2013-01-15,2284,46
2013-01-15,2304,177
2013-01-15,7530,7581
2013-01-16,13,2243
2013-01-16,15,11
2013-01-16,31,250
2013-01-16,38,3108
2013-01-16,40,95
2013-01-16,63,11
2013-01-16,64,698
2013-01-16,95,40
2013-01-16,143,643
2013-01-16,177,395
2013-01-16,205,643
2013-01-16,250,31
2013-01-16,333,8
2013-01-16,394,6
2013-01-16,395,177
2013-01-16,643,143
2013-01-16,643,205
2013-01-16,2243,13
2013-01-16,2270,13
2013-01-16,3110,643
2013-01-16,3112,6
2013-01-16,3112,138
2013-01-16,7581,177
2013-01-17,24,643
2013-01-17,70,11
2013-01-17,83,967
2013-01-17,288,358
2013-01-17,333,643
2013-01-17,358,288
2013-01-17,643,24
2013-01-17,643,333
2013-01-17,3108,38
2013-01-17,3111,1
2013-01-18,3,2311
2013-01-18,95,643
2013-01-18,179,7334
2013-01-18,179,7527
2013-01-18,179,7600
2013-01-18,199,937
2013-01-18,279,13
2013-01-18,279,83
2013-01-18,530,194
2013-01-18,643,95
2013-01-18,643,5342
2013-01-18,815,7581
2013-01-18,937,199
2013-01-18,967,83
2013-01-18,967,7581
2013-01-18,2311,3
2013-01-18,5342,7530
2013-01-18,5342,7581
2013-01-19,3,3105
2013-01-19,30,597
2013-01-19,46,178
2013-01-19,95,172
2013-01-19,172,95
2013-01-19,177,2311
2013-01-19,178,127
2013-01-19,288,185
2013-01-19,288,1691
2013-01-19,698,15
2013-01-19,698,64
2013-01-19,884,1354
2013-01-19,1354,884
2013-01-19,1691,185
2013-01-19,2311,177
2013-01-19,3079,1811
2013-01-19,3105,3
2013-01-19,5342,30
2013-01-20,1,3113
2013-01-20,6,1057
2013-01-20,8,10
2013-01-20,31,95
2013-01-20,97,7451
2013-01-20,110,2309
2013-01-20,121,89
2013-01-20,147,3115
2013-01-20,177,95
2013-01-20,188,124
2013-01-20,196,22
2013-01-20,196,122
2013-01-20,196,703
2013-01-20,196,747
2013-01-20,196,3114
2013-01-20,2309,110
2013-01-20,3114,196
2013-01-20,3115,147
2013-01-21,6,7
2013-01-21,6,244
2013-01-21,7,6
2013-01-21,7,7562
2013-01-21,8,3116
2013-01-21,13,597
2013-01-21,24,798
2013-01-21,26,244
2013-01-21,36,56
2013-01-21,56,36
2013-01-21,168,7328
2013-01-21,177,798
2013-01-21,178,29
2013-01-21,244,6
2013-01-21,244,26
2013-01-21,244,703
2013-01-21,553,1543
2013-01-21,597,13
2013-01-21,703,244
2013-01-21,1057,6
2013-01-21,1538,1
2013-01-21,1543,553
2013-01-21,2278,46
2013-01-21,2278,127
2013-01-21,3035,46
2013-01-21,3035,61
2013-01-21,3035,456
2013-01-21,3081,61
2013-01-21,3116,8
2013-01-21,5837,7465
2013-01-21,7562,7
2013-01-22,26,295
2013-01-22,30,643
2013-01-22,61,457
2013-01-22,95,62
2013-01-22,179,1604
2013-01-22,295,26
2013-01-22,457,61
2013-01-22,696,143
2013-01-22,954,38
2013-01-22,954,285
2013-01-22,5342,643
2013-01-23,3,1832
2013-01-23,3,7406
2013-01-23,8,287
2013-01-23,18,243
2013-01-23,143,244
2013-01-23,177,26
2013-01-23,179,7415
2013-01-23,244,143
2013-01-23,1050,61
2013-01-23,1808,127
2013-01-23,1832,3
2013-01-23,5342,7584
2013-01-23,7406,3
2013-01-23,7530,7584
2013-01-23,7581,7584
2013-01-23,7595,1323
2013-01-24,6,198
2013-01-24,8,362
2013-01-24,9,1048
2013-01-24,24,143
2013-01-24,30,7603
2013-01-24,43,7584
2013-01-24,95,7581
2013-01-24,95,7584
2013-01-24,110,362
2013-01-24,143,24
2013-01-24,177,7530
2013-01-24,177,7581
2013-01-24,177,7584
2013-01-24,198,6
2013-01-24,244,7584
2013-01-24,362,8
2013-01-24,362,110
2013-01-24,1048,9
2013-01-24,1355,1798
2013-01-24,1456,7603
2013-01-24,1830,362
2013-01-24,7584,95
2013-01-24,7584,177
2013-01-24,7584,244
2013-01-24,7584,5342
2013-01-25,3,1456
2013-01-25,6,278
2013-01-25,6,524
2013-01-25,11,90
2013-01-25,13,487
2013-01-25,22,358
2013-01-25,26,2280
2013-01-25,29,278
2013-01-25,71,243
2013-01-25,83,487
2013-01-25,90,11
2013-01-25,177,1456
2013-01-25,199,63
2013-01-25,199,244
2013-01-25,278,6
2013-01-25,278,29
2013-01-25,815,5342
2013-01-25,1456,3
2013-01-25,1456,177
2013-01-25,1798,1355
2013-01-25,5342,815
2013-01-26,3,703
2013-01-26,8,1459
2013-01-26,22,2310
2013-01-26,24,13
2013-01-26,70,698
2013-01-26,177,3117
2013-01-26,227,30
2013-01-26,227,1833
2013-01-26,703,3
2013-01-26,1459,8
2013-01-26,1833,227
2013-01-26,2310,22
2013-01-26,3117,177
2013-01-27,15,698
2013-01-27,15,1134
2013-01-27,16,1459
2013-01-27,24,110
2013-01-27,26,268
2013-01-27,29,83
2013-01-27,33,1833
2013-01-27,54,334
2013-01-27,71,13
2013-01-27,83,7552
2013-01-27,110,24
2013-01-27,258,1535
2013-01-27,1459,16
2013-01-27,1535,258
2013-01-27,1545,3
2013-01-27,1833,33
2013-01-28,1,1542
2013-01-28,13,320
2013-01-28,13,3119
2013-01-28,18,1526
2013-01-28,33,703
2013-01-28,38,2313
2013-01-28,40,123
2013-01-28,56,107
2013-01-28,68,881
2013-01-28,106,1041
2013-01-28,107,56
2013-01-28,123,40
2013-01-28,154,177
2013-01-28,177,8
2013-01-28,177,154
2013-01-28,179,5342
2013-01-28,221,3109
2013-01-28,315,95
2013-01-28,320,13
2013-01-28,371,199
2013-01-28,703,33
2013-01-28,1041,106
2013-01-28,1691,53
2013-01-28,1691,179
2013-01-28,1691,5342
2013-01-28,3109,221
2013-01-28,3119,13
2013-01-29,1,3118
2013-01-29,6,75
2013-01-29,7,43
2013-01-29,75,6
2013-01-29,136,1459
2013-01-29,491,55
2013-01-29,491,64
2013-01-29,491,389
2013-01-29,491,520
2013-01-29,491,7552
2013-01-29,491,7580
2013-01-29,1459,136
2013-01-29,1542,1
2013-01-29,1546,138
2013-01-30,3,1056
2013-01-30,6,1152
2013-01-30,13,46
2013-01-30,13,127
2013-01-30,13,1050
2013-01-30,32,166
2013-01-30,68,884
2013-01-30,80,2991
2013-01-30,145,7550
2013-01-30,166,32
2013-01-30,177,1180
2013-01-30,196,1277
2013-01-30,884,68
2013-01-30,1050,13
2013-01-30,1056,3
2013-01-30,1152,6
2013-01-30,2991,80
2013-01-31,3,886
2013-01-31,10,40
2013-01-31,13,71
2013-01-31,13,1828
2013-01-31,22,29
2013-01-31,29,33
2013-01-31,33,29
2013-01-31,33,71
2013-01-31,40,10
2013-01-31,40,3033
2013-01-31,68,3121
2013-01-31,71,33
2013-01-31,134,244
2013-01-31,177,295
2013-01-31,221,1344
2013-01-31,243,18
2013-01-31,243,71
2013-01-31,243,699
2013-01-31,243,959
2013-01-31,524,6
2013-01-31,1344,221
2013-01-31,1828,13
2013-01-31,3033,40
2013-01-31,3121,68
2013-02-01,1,1180
2013-02-01,3,266
2013-02-01,62,237
2013-02-01,97,177
2013-02-01,107,1542
2013-02-01,112,6
2013-02-01,203,296
2013-02-01,237,62
2013-02-01,237,296
2013-02-01,249,656
2013-02-01,266,3
2013-02-01,296,203
2013-02-01,296,237
2013-02-01,491,268
2013-02-01,523,1341
2013-02-01,700,21
2013-02-01,1180,177
2013-02-01,1346,27
2013-02-01,1542,107
2013-02-01,7550,798
2013-02-02,1,296
2013-02-02,156,198
2013-02-02,198,156
2013-02-02,296,1
2013-02-02,5342,7405
2013-02-02,5342,7407
2013-02-03,3,296
2013-02-03,10,296
2013-02-03,10,3122
2013-02-03,92,3
2013-02-03,177,1835
2013-02-03,199,257
2013-02-03,296,3
2013-02-03,296,10
2013-02-03,296,30
2013-02-03,296,71
2013-02-03,884,61
2013-02-03,969,2214
2013-02-03,1157,7595
2013-02-03,1835,1
2013-02-03,1835,177
2013-02-03,3122,10
2013-02-03,7595,1157
2013-02-04,1,2296
2013-02-04,3,107
2013-02-04,6,522
2013-02-04,15,3120
2013-02-04,24,47
2013-02-04,71,296
2013-02-04,92,103
2013-02-04,103,92
2013-02-04,107,3
2013-02-04,177,3125
2013-02-04,287,6
2013-02-04,522,6
2013-02-04,3125,177
2013-02-05,1,1835
2013-02-05,3,969
2013-02-05,3,1836
2013-02-05,6,107
2013-02-05,6,116
2013-02-05,8,484
2013-02-05,62,2314
2013-02-05,68,1537
2013-02-05,107,6
2013-02-05,116,6
2013-02-05,371,523
2013-02-05,484,8
2013-02-05,969,3
2013-02-05,1134,176
2013-02-05,1537,68
2013-02-05,1836,3
2013-02-05,2314,62
2013-02-06,3,1815
2013-02-06,3,1834
2013-02-06,3,3127
2013-02-06,7,1178
2013-02-06,8,95
2013-02-06,10,73
2013-02-06,25,47
2013-02-06,47,25
2013-02-06,95,8
2013-02-06,1815,3
2013-02-06,1834,3
2013-02-06,3127,3
2013-02-07,1,523
2013-02-07,1,1356
2013-02-07,1,3124
2013-02-07,3,10
2013-02-07,3,7432
2013-02-07,10,3
2013-02-07,70,64
2013-02-07,177,266
2013-02-07,177,349
